"job_id","schema_version","name","K","L_add","L_rec","L_dom","L_prec","L_pdom","all_additive","n","L","pve","seed_base","reps_per_chunk","chunk","min_maf","hwe_thresh","min_n_rec","slide_min_obs","delta_prec","delta_pdom","output_file"
288,2,"partial_recessive_partial_dominant",4,0,0,0,2,2,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec2_pdom2_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
289,2,"partial_recessive_partial_dominant",4,0,0,0,2,2,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec2_pdom2_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
290,2,"partial_recessive_partial_dominant",4,0,0,0,2,2,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec2_pdom2_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
291,2,"partial_recessive_partial_dominant",4,0,0,0,3,1,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom1_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
292,2,"partial_recessive_partial_dominant",4,0,0,0,3,1,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom1_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
293,2,"partial_recessive_partial_dominant",4,0,0,0,3,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
294,2,"partial_recessive_partial_dominant",4,0,0,0,3,1,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom1_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
295,2,"partial_recessive_partial_dominant",4,0,0,0,3,1,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom1_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
296,2,"partial_recessive",4,0,0,0,4,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec4_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
297,2,"partial_recessive",4,0,0,0,4,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec4_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
298,2,"partial_recessive",4,0,0,0,4,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec4_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
299,2,"partial_recessive",4,0,0,0,4,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec4_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
300,2,"partial_recessive",4,0,0,0,4,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec4_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
301,2,"dominant_partial_dominant",4,0,0,1,0,3,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom3_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
302,2,"dominant_partial_dominant",4,0,0,1,0,3,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom3_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
303,2,"dominant_partial_dominant",4,0,0,1,0,3,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom3_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
304,2,"dominant_partial_dominant",4,0,0,1,0,3,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom3_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
305,2,"dominant_partial_dominant",4,0,0,1,0,3,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom3_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
306,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,1,2,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom2_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
307,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,1,2,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom2_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
308,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,1,2,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom2_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
309,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,1,2,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom2_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
310,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,1,2,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom2_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
311,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,2,1,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom1_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
312,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,2,1,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom1_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
313,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,2,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
314,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,2,1,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom1_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
315,2,"dominant_partial_recessive_partial_dominant",4,0,0,1,2,1,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom1_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
316,2,"dominant_partial_recessive",4,0,0,1,3,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec3_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
317,2,"dominant_partial_recessive",4,0,0,1,3,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec3_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
318,2,"dominant_partial_recessive",4,0,0,1,3,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec3_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
319,2,"dominant_partial_recessive",4,0,0,1,3,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec3_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
320,2,"dominant_partial_recessive",4,0,0,1,3,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec3_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
321,2,"dominant_partial_dominant",4,0,0,2,0,2,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom2_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
322,2,"dominant_partial_dominant",4,0,0,2,0,2,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom2_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
323,2,"dominant_partial_dominant",4,0,0,2,0,2,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom2_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
324,2,"dominant_partial_dominant",4,0,0,2,0,2,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom2_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
325,2,"dominant_partial_dominant",4,0,0,2,0,2,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom2_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
326,2,"dominant_partial_recessive_partial_dominant",4,0,0,2,1,1,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom1_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
327,2,"dominant_partial_recessive_partial_dominant",4,0,0,2,1,1,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom1_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
328,2,"dominant_partial_recessive_partial_dominant",4,0,0,2,1,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
329,2,"dominant_partial_recessive_partial_dominant",4,0,0,2,1,1,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom1_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
330,2,"dominant_partial_recessive_partial_dominant",4,0,0,2,1,1,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom1_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
331,2,"dominant_partial_recessive",4,0,0,2,2,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom2_prec2_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
332,2,"dominant_partial_recessive",4,0,0,2,2,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom2_prec2_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
333,2,"dominant_partial_recessive",4,0,0,2,2,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom2_prec2_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
334,2,"dominant_partial_recessive",4,0,0,2,2,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom2_prec2_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
335,2,"dominant_partial_recessive",4,0,0,2,2,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom2_prec2_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
336,2,"dominant_partial_dominant",4,0,0,3,0,1,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom3_prec0_pdom1_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
337,2,"dominant_partial_dominant",4,0,0,3,0,1,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom3_prec0_pdom1_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
338,2,"dominant_partial_dominant",4,0,0,3,0,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom3_prec0_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
339,2,"dominant_partial_dominant",4,0,0,3,0,1,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom3_prec0_pdom1_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
340,2,"dominant_partial_dominant",4,0,0,3,0,1,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom3_prec0_pdom1_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
341,2,"dominant_partial_recessive",4,0,0,3,1,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom3_prec1_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
342,2,"dominant_partial_recessive",4,0,0,3,1,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom3_prec1_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
343,2,"dominant_partial_recessive",4,0,0,3,1,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom3_prec1_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
344,2,"dominant_partial_recessive",4,0,0,3,1,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom3_prec1_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
345,2,"dominant_partial_recessive",4,0,0,3,1,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom3_prec1_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
346,2,"dominant",4,0,0,4,0,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_add0_rec0_dom4_prec0_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
347,2,"dominant",4,0,0,4,0,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_add0_rec0_dom4_prec0_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
348,2,"dominant",4,0,0,4,0,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_add0_rec0_dom4_prec0_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
349,2,"dominant",4,0,0,4,0,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_add0_rec0_dom4_prec0_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
350,2,"dominant",4,0,0,4,0,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_add0_rec0_dom4_prec0_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
351,2,"recessive_partial_dominant",4,0,1,0,0,3,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_dominant_add0_rec1_dom0_prec0_pdom3_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
352,2,"recessive_partial_dominant",4,0,1,0,0,3,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_dominant_add0_rec1_dom0_prec0_pdom3_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
353,2,"recessive_partial_dominant",4,0,1,0,0,3,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_dominant_add0_rec1_dom0_prec0_pdom3_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
354,2,"recessive_partial_dominant",4,0,1,0,0,3,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_dominant_add0_rec1_dom0_prec0_pdom3_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
355,2,"recessive_partial_dominant",4,0,1,0,0,3,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_dominant_add0_rec1_dom0_prec0_pdom3_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
356,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,1,2,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec1_pdom2_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
357,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,1,2,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec1_pdom2_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
358,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,1,2,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec1_pdom2_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
359,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,1,2,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec1_pdom2_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
360,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,1,2,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec1_pdom2_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
361,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,2,1,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec2_pdom1_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
362,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,2,1,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec2_pdom1_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
363,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,2,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec2_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
364,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,2,1,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec2_pdom1_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
365,2,"recessive_partial_recessive_partial_dominant",4,0,1,0,2,1,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_partial_dominant_add0_rec1_dom0_prec2_pdom1_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
366,2,"recessive_partial_recessive",4,0,1,0,3,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_add0_rec1_dom0_prec3_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
367,2,"recessive_partial_recessive",4,0,1,0,3,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_add0_rec1_dom0_prec3_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
368,2,"recessive_partial_recessive",4,0,1,0,3,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_add0_rec1_dom0_prec3_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
369,2,"recessive_partial_recessive",4,0,1,0,3,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_add0_rec1_dom0_prec3_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
370,2,"recessive_partial_recessive",4,0,1,0,3,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_partial_recessive_add0_rec1_dom0_prec3_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
371,2,"recessive_dominant_partial_dominant",4,0,1,1,0,2,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_dominant_partial_dominant_add0_rec1_dom1_prec0_pdom2_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
372,2,"recessive_dominant_partial_dominant",4,0,1,1,0,2,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_dominant_partial_dominant_add0_rec1_dom1_prec0_pdom2_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
373,2,"recessive_dominant_partial_dominant",4,0,1,1,0,2,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_dominant_partial_dominant_add0_rec1_dom1_prec0_pdom2_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
374,2,"recessive_dominant_partial_dominant",4,0,1,1,0,2,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_dominant_partial_dominant_add0_rec1_dom1_prec0_pdom2_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
375,2,"recessive_dominant_partial_dominant",4,0,1,1,0,2,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_dominant_partial_dominant_add0_rec1_dom1_prec0_pdom2_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
376,2,"recessive_dominant_partial_recessive",4,0,1,1,2,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_dominant_partial_recessive_add0_rec1_dom1_prec2_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
377,2,"recessive_dominant_partial_recessive",4,0,1,1,2,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/recessive_dominant_partial_recessive_add0_rec1_dom1_prec2_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
