"scenario","pve","K","true_coding","called_coding","count"
"Additive + Recessive",0.2,4,"dominant","recessive",0
"Additive + Recessive",0.2,4,"dominant","dominant",0
"Additive + Recessive",0.2,4,"dominant","ambiguous",0
"Additive + Recessive",0.2,4,"dominant","undetected",0
"Additive + Recessive + Dominant",0.2,4,"additive","additive",72
"Additive + Recessive + Dominant",0.2,4,"additive","recessive",0
"Additive + Recessive + Dominant",0.2,4,"additive","dominant",13
"Additive + Recessive + Dominant",0.2,4,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.2,4,"additive","undetected",1515
"Additive + Recessive + Dominant",0.2,4,"recessive","additive",0
"Additive + Recessive + Dominant",0.2,4,"recessive","recessive",154
"Additive + Recessive + Dominant",0.2,4,"recessive","dominant",0
"Additive + Recessive + Dominant",0.2,4,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.2,4,"recessive","undetected",1446
"Additive + Recessive + Dominant",0.2,4,"dominant","additive",16
"Additive + Recessive + Dominant",0.2,4,"dominant","recessive",0
"Additive + Recessive + Dominant",0.2,4,"dominant","dominant",96
"Additive + Recessive + Dominant",0.2,4,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.2,4,"dominant","undetected",1488
"Additive only",0.2,4,"additive","additive",69
"Additive only",0.2,4,"additive","recessive",0
"Additive only",0.2,4,"additive","dominant",17
"Additive only",0.2,4,"additive","ambiguous",14
"Additive only",0.2,4,"additive","undetected",1500
"Additive only",0.2,4,"recessive","additive",0
"Additive only",0.2,4,"recessive","recessive",0
"Additive only",0.2,4,"recessive","dominant",0
"Additive only",0.2,4,"recessive","ambiguous",0
"Additive only",0.2,4,"recessive","undetected",0
"Additive only",0.2,4,"dominant","additive",0
"Additive only",0.2,4,"dominant","recessive",0
"Additive only",0.2,4,"dominant","dominant",0
"Additive only",0.2,4,"dominant","ambiguous",0
"Additive only",0.2,4,"dominant","undetected",0
"Dominant only",0.2,4,"additive","additive",0
"Dominant only",0.2,4,"additive","recessive",0
"Dominant only",0.2,4,"additive","dominant",0
"Dominant only",0.2,4,"additive","ambiguous",0
"Dominant only",0.2,4,"additive","undetected",0
"Dominant only",0.2,4,"recessive","additive",0
"Dominant only",0.2,4,"recessive","recessive",0
"Dominant only",0.2,4,"recessive","dominant",0
"Dominant only",0.2,4,"recessive","ambiguous",0
"Dominant only",0.2,4,"recessive","undetected",0
"Dominant only",0.2,4,"dominant","additive",12
"Dominant only",0.2,4,"dominant","recessive",0
"Dominant only",0.2,4,"dominant","dominant",91
"Dominant only",0.2,4,"dominant","ambiguous",13
"Dominant only",0.2,4,"dominant","undetected",1484
"Recessive + Dominant",0.2,4,"additive","additive",0
"Recessive + Dominant",0.2,4,"additive","recessive",0
"Recessive + Dominant",0.2,4,"additive","dominant",0
"Recessive + Dominant",0.2,4,"additive","ambiguous",0
"Recessive + Dominant",0.2,4,"additive","undetected",0
"Recessive + Dominant",0.2,4,"recessive","additive",0
"Recessive + Dominant",0.2,4,"recessive","recessive",210
"Recessive + Dominant",0.2,4,"recessive","dominant",0
"Recessive + Dominant",0.2,4,"recessive","ambiguous",0
"Recessive + Dominant",0.2,4,"recessive","undetected",2190
"Recessive + Dominant",0.2,4,"dominant","additive",27
"Recessive + Dominant",0.2,4,"dominant","recessive",0
"Recessive + Dominant",0.2,4,"dominant","dominant",174
"Recessive + Dominant",0.2,4,"dominant","ambiguous",0
"Recessive + Dominant",0.2,4,"dominant","undetected",2199
"Recessive only",0.2,4,"additive","additive",0
"Recessive only",0.2,4,"additive","recessive",0
"Recessive only",0.2,4,"additive","dominant",0
"Recessive only",0.2,4,"additive","ambiguous",0
"Recessive only",0.2,4,"additive","undetected",0
"Recessive only",0.2,4,"recessive","additive",0
"Recessive only",0.2,4,"recessive","recessive",145
"Recessive only",0.2,4,"recessive","dominant",0
"Recessive only",0.2,4,"recessive","ambiguous",0
"Recessive only",0.2,4,"recessive","undetected",1455
"Recessive only",0.2,4,"dominant","additive",0
"Recessive only",0.2,4,"dominant","recessive",0
"Recessive only",0.2,4,"dominant","dominant",0
"Recessive only",0.2,4,"dominant","ambiguous",0
"Recessive only",0.2,4,"dominant","undetected",0
"Additive + Dominant",0.3,4,"additive","additive",263
"Additive + Dominant",0.3,4,"additive","recessive",0
"Additive + Dominant",0.3,4,"additive","dominant",29
"Additive + Dominant",0.3,4,"additive","ambiguous",34
"Additive + Dominant",0.3,4,"additive","undetected",2074
"Additive + Dominant",0.3,4,"recessive","additive",0
"Additive + Dominant",0.3,4,"recessive","recessive",0
"Additive + Dominant",0.3,4,"recessive","dominant",0
"Additive + Dominant",0.3,4,"recessive","ambiguous",0
"Additive + Dominant",0.3,4,"recessive","undetected",0
"Additive + Dominant",0.3,4,"dominant","additive",35
"Additive + Dominant",0.3,4,"dominant","recessive",0
"Additive + Dominant",0.3,4,"dominant","dominant",313
"Additive + Dominant",0.3,4,"dominant","ambiguous",21
"Additive + Dominant",0.3,4,"dominant","undetected",2031
"Additive + Recessive",0.3,4,"additive","additive",287
"Additive + Recessive",0.3,4,"additive","recessive",3
"Additive + Recessive",0.3,4,"additive","dominant",42
"Additive + Recessive",0.3,4,"additive","ambiguous",0
"Additive + Recessive",0.3,4,"additive","undetected",2068
"Additive + Recessive",0.3,4,"recessive","additive",1
"Additive + Recessive",0.3,4,"recessive","recessive",445
"Additive + Recessive",0.3,4,"recessive","dominant",0
"Additive + Recessive",0.3,4,"recessive","ambiguous",0
"Additive + Recessive",0.3,4,"recessive","undetected",1954
"Additive + Recessive",0.3,4,"dominant","additive",0
"Additive + Recessive",0.3,4,"dominant","recessive",0
"Additive + Recessive",0.3,4,"dominant","dominant",0
"Additive + Recessive",0.3,4,"dominant","ambiguous",0
"Additive + Recessive",0.3,4,"dominant","undetected",0
"Additive + Recessive + Dominant",0.3,4,"additive","additive",178
"Additive + Recessive + Dominant",0.3,4,"additive","recessive",0
"Additive + Recessive + Dominant",0.3,4,"additive","dominant",24
"Additive + Recessive + Dominant",0.3,4,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.3,4,"additive","undetected",1398
"Additive + Recessive + Dominant",0.3,4,"recessive","additive",1
"Additive + Recessive + Dominant",0.3,4,"recessive","recessive",324
"Additive + Recessive + Dominant",0.3,4,"recessive","dominant",0
"Additive + Recessive + Dominant",0.3,4,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.3,4,"recessive","undetected",1275
"Additive + Recessive + Dominant",0.3,4,"dominant","additive",22
"Additive + Recessive + Dominant",0.3,4,"dominant","recessive",0
"Additive + Recessive + Dominant",0.3,4,"dominant","dominant",190
"Additive + Recessive + Dominant",0.3,4,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.3,4,"dominant","undetected",1388
"Additive only",0.3,4,"additive","additive",186
"Additive only",0.3,4,"additive","recessive",0
"Additive only",0.3,4,"additive","dominant",24
"Additive only",0.3,4,"additive","ambiguous",18
"Additive only",0.3,4,"additive","undetected",1372
"Additive only",0.3,4,"recessive","additive",0
"Additive only",0.3,4,"recessive","recessive",0
"Additive only",0.3,4,"recessive","dominant",0
"Additive only",0.3,4,"recessive","ambiguous",0
"Additive only",0.3,4,"recessive","undetected",0
"Additive only",0.3,4,"dominant","additive",0
"Additive only",0.3,4,"dominant","recessive",0
"Additive only",0.3,4,"dominant","dominant",0
"Additive only",0.3,4,"dominant","ambiguous",0
"Additive only",0.3,4,"dominant","undetected",0
"Dominant only",0.3,4,"additive","additive",0
"Dominant only",0.3,4,"additive","recessive",0
"Dominant only",0.3,4,"additive","dominant",0
"Dominant only",0.3,4,"additive","ambiguous",0
"Dominant only",0.3,4,"additive","undetected",0
"Dominant only",0.3,4,"recessive","additive",0
"Dominant only",0.3,4,"recessive","recessive",0
"Dominant only",0.3,4,"recessive","dominant",0
"Dominant only",0.3,4,"recessive","ambiguous",0
"Dominant only",0.3,4,"recessive","undetected",0
"Dominant only",0.3,4,"dominant","additive",25
"Dominant only",0.3,4,"dominant","recessive",0
"Dominant only",0.3,4,"dominant","dominant",205
"Dominant only",0.3,4,"dominant","ambiguous",20
"Dominant only",0.3,4,"dominant","undetected",1350
"Recessive + Dominant",0.3,4,"additive","additive",0
"Recessive + Dominant",0.3,4,"additive","recessive",0
"Recessive + Dominant",0.3,4,"additive","dominant",0
"Recessive + Dominant",0.3,4,"additive","ambiguous",0
"Recessive + Dominant",0.3,4,"additive","undetected",0
"Recessive + Dominant",0.3,4,"recessive","additive",0
"Recessive + Dominant",0.3,4,"recessive","recessive",420
"Recessive + Dominant",0.3,4,"recessive","dominant",0
"Recessive + Dominant",0.3,4,"recessive","ambiguous",0
"Recessive + Dominant",0.3,4,"recessive","undetected",1980
"Recessive + Dominant",0.3,4,"dominant","additive",33
"Recessive + Dominant",0.3,4,"dominant","recessive",0
"Recessive + Dominant",0.3,4,"dominant","dominant",304
"Recessive + Dominant",0.3,4,"dominant","ambiguous",0
"Recessive + Dominant",0.3,4,"dominant","undetected",2063
"Recessive only",0.3,4,"additive","additive",0
"Recessive only",0.3,4,"additive","recessive",0
"Recessive only",0.3,4,"additive","dominant",0
"Recessive only",0.3,4,"additive","ambiguous",0
"Recessive only",0.3,4,"additive","undetected",0
"Recessive only",0.3,4,"recessive","additive",1
"Recessive only",0.3,4,"recessive","recessive",283
"Recessive only",0.3,4,"recessive","dominant",0
"Recessive only",0.3,4,"recessive","ambiguous",0
"Recessive only",0.3,4,"recessive","undetected",1316
"Recessive only",0.3,4,"dominant","additive",0
"Recessive only",0.3,4,"dominant","recessive",0
"Recessive only",0.3,4,"dominant","dominant",0
"Recessive only",0.3,4,"dominant","ambiguous",0
"Recessive only",0.3,4,"dominant","undetected",0
"Additive + Dominant",0.4,4,"additive","additive",389
"Additive + Dominant",0.4,4,"additive","recessive",0
"Additive + Dominant",0.4,4,"additive","dominant",40
"Additive + Dominant",0.4,4,"additive","ambiguous",49
"Additive + Dominant",0.4,4,"additive","undetected",1922
"Additive + Dominant",0.4,4,"recessive","additive",0
"Additive + Dominant",0.4,4,"recessive","recessive",0
"Additive + Dominant",0.4,4,"recessive","dominant",0
"Additive + Dominant",0.4,4,"recessive","ambiguous",0
"Additive + Dominant",0.4,4,"recessive","undetected",0
"Additive + Dominant",0.4,4,"dominant","additive",30
"Additive + Dominant",0.4,4,"dominant","recessive",0
"Additive + Dominant",0.4,4,"dominant","dominant",447
"Additive + Dominant",0.4,4,"dominant","ambiguous",26
"Additive + Dominant",0.4,4,"dominant","undetected",1897
"Additive + Recessive",0.4,4,"additive","additive",401
"Additive + Recessive",0.4,4,"additive","recessive",3
"Additive + Recessive",0.4,4,"additive","dominant",32
"Additive + Recessive",0.4,4,"additive","ambiguous",0
"Additive + Recessive",0.4,4,"additive","undetected",1964
"Additive + Recessive",0.4,4,"recessive","additive",0
"Additive + Recessive",0.4,4,"recessive","recessive",547
"Additive + Recessive",0.4,4,"recessive","dominant",0
"Additive + Recessive",0.4,4,"recessive","ambiguous",0
"Additive + Recessive",0.4,4,"recessive","undetected",1853
"Additive + Recessive",0.4,4,"dominant","additive",0
"Additive + Recessive",0.4,4,"dominant","recessive",0
"Additive + Recessive",0.4,4,"dominant","dominant",0
"Additive + Recessive",0.4,4,"dominant","ambiguous",0
"Additive + Recessive",0.4,4,"dominant","undetected",0
"Additive + Recessive + Dominant",0.4,4,"additive","additive",258
"Additive + Recessive + Dominant",0.4,4,"additive","recessive",0
"Additive + Recessive + Dominant",0.4,4,"additive","dominant",21
"Additive + Recessive + Dominant",0.4,4,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.4,4,"additive","undetected",1321
"Additive + Recessive + Dominant",0.4,4,"recessive","additive",3
"Additive + Recessive + Dominant",0.4,4,"recessive","recessive",392
"Additive + Recessive + Dominant",0.4,4,"recessive","dominant",0
"Additive + Recessive + Dominant",0.4,4,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.4,4,"recessive","undetected",1205
"Additive + Recessive + Dominant",0.4,4,"dominant","additive",14
"Additive + Recessive + Dominant",0.4,4,"dominant","recessive",0
"Additive + Recessive + Dominant",0.4,4,"dominant","dominant",271
"Additive + Recessive + Dominant",0.4,4,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.4,4,"dominant","undetected",1315
"Additive only",0.4,4,"additive","additive",264
"Additive only",0.4,4,"additive","recessive",0
"Additive only",0.4,4,"additive","dominant",27
"Additive only",0.4,4,"additive","ambiguous",25
"Additive only",0.4,4,"additive","undetected",1284
"Additive only",0.4,4,"recessive","additive",0
"Additive only",0.4,4,"recessive","recessive",0
"Additive only",0.4,4,"recessive","dominant",0
"Additive only",0.4,4,"recessive","ambiguous",0
"Additive only",0.4,4,"recessive","undetected",0
"Additive only",0.4,4,"dominant","additive",0
"Additive only",0.4,4,"dominant","recessive",0
"Additive only",0.4,4,"dominant","dominant",0
"Additive only",0.4,4,"dominant","ambiguous",0
"Additive only",0.4,4,"dominant","undetected",0
"Dominant only",0.4,4,"additive","additive",0
"Dominant only",0.4,4,"additive","recessive",0
"Dominant only",0.4,4,"additive","dominant",0
"Dominant only",0.4,4,"additive","ambiguous",0
"Dominant only",0.4,4,"additive","undetected",0
"Dominant only",0.4,4,"recessive","additive",0
"Dominant only",0.4,4,"recessive","recessive",0
"Dominant only",0.4,4,"recessive","dominant",0
"Dominant only",0.4,4,"recessive","ambiguous",0
"Dominant only",0.4,4,"recessive","undetected",0
"Dominant only",0.4,4,"dominant","additive",20
"Dominant only",0.4,4,"dominant","recessive",0
"Dominant only",0.4,4,"dominant","dominant",291
"Dominant only",0.4,4,"dominant","ambiguous",25
"Dominant only",0.4,4,"dominant","undetected",1264
"Recessive + Dominant",0.4,4,"additive","additive",0
"Recessive + Dominant",0.4,4,"additive","recessive",0
"Recessive + Dominant",0.4,4,"additive","dominant",0
"Recessive + Dominant",0.4,4,"additive","ambiguous",0
"Recessive + Dominant",0.4,4,"additive","undetected",0
"Recessive + Dominant",0.4,4,"recessive","additive",1
"Recessive + Dominant",0.4,4,"recessive","recessive",537
"Recessive + Dominant",0.4,4,"recessive","dominant",0
"Recessive + Dominant",0.4,4,"recessive","ambiguous",0
"Recessive + Dominant",0.4,4,"recessive","undetected",1862
"Recessive + Dominant",0.4,4,"dominant","additive",23
"Recessive + Dominant",0.4,4,"dominant","recessive",0
"Recessive + Dominant",0.4,4,"dominant","dominant",436
"Recessive + Dominant",0.4,4,"dominant","ambiguous",0
"Recessive + Dominant",0.4,4,"dominant","undetected",1941
"Recessive only",0.4,4,"additive","additive",0
"Recessive only",0.4,4,"additive","recessive",0
"Recessive only",0.4,4,"additive","dominant",0
"Recessive only",0.4,4,"additive","ambiguous",0
"Recessive only",0.4,4,"additive","undetected",0
"Recessive only",0.4,4,"recessive","additive",0
"Recessive only",0.4,4,"recessive","recessive",360
"Recessive only",0.4,4,"recessive","dominant",0
"Recessive only",0.4,4,"recessive","ambiguous",0
"Recessive only",0.4,4,"recessive","undetected",1240
"Recessive only",0.4,4,"dominant","additive",0
"Recessive only",0.4,4,"dominant","recessive",0
"Recessive only",0.4,4,"dominant","dominant",0
"Recessive only",0.4,4,"dominant","ambiguous",0
"Recessive only",0.4,4,"dominant","undetected",0
"Additive + Dominant",0.1,5,"additive","additive",7
"Additive + Dominant",0.1,5,"additive","recessive",0
"Additive + Dominant",0.1,5,"additive","dominant",2
"Additive + Dominant",0.1,5,"additive","ambiguous",0
"Additive + Dominant",0.1,5,"additive","undetected",3991
"Additive + Dominant",0.1,5,"recessive","additive",0
"Additive + Dominant",0.1,5,"recessive","recessive",0
"Additive + Dominant",0.1,5,"recessive","dominant",0
"Additive + Dominant",0.1,5,"recessive","ambiguous",0
"Additive + Dominant",0.1,5,"recessive","undetected",0
"Additive + Dominant",0.1,5,"dominant","additive",8
"Additive + Dominant",0.1,5,"dominant","recessive",0
"Additive + Dominant",0.1,5,"dominant","dominant",9
"Additive + Dominant",0.1,5,"dominant","ambiguous",0
"Additive + Dominant",0.1,5,"dominant","undetected",3983
"Additive + Recessive",0.1,5,"additive","additive",6
"Additive + Recessive",0.1,5,"additive","recessive",0
"Additive + Recessive",0.1,5,"additive","dominant",2
"Additive + Recessive",0.1,5,"additive","ambiguous",0
"Additive + Recessive",0.1,5,"additive","undetected",3992
"Additive + Recessive",0.1,5,"recessive","additive",3
"Additive + Recessive",0.1,5,"recessive","recessive",21
"Additive + Recessive",0.1,5,"recessive","dominant",0
"Additive + Recessive",0.1,5,"recessive","ambiguous",0
"Additive + Recessive",0.1,5,"recessive","undetected",3976
"Additive + Recessive",0.1,5,"dominant","additive",0
"Additive + Recessive",0.1,5,"dominant","recessive",0
"Additive + Recessive",0.1,5,"dominant","dominant",0
"Additive + Recessive",0.1,5,"dominant","ambiguous",0
"Additive + Recessive",0.1,5,"dominant","undetected",0
"Additive + Recessive + Dominant",0.1,5,"additive","additive",11
"Additive + Recessive + Dominant",0.1,5,"additive","recessive",0
"Additive + Recessive + Dominant",0.1,5,"additive","dominant",0
"Additive + Recessive + Dominant",0.1,5,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.1,5,"additive","undetected",3989
"Additive + Recessive + Dominant",0.1,5,"recessive","additive",0
"Additive + Recessive + Dominant",0.1,5,"recessive","recessive",36
"Additive + Recessive + Dominant",0.1,5,"recessive","dominant",0
"Additive + Recessive + Dominant",0.1,5,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.1,5,"recessive","undetected",3964
"Additive + Recessive + Dominant",0.1,5,"dominant","additive",2
"Additive + Recessive + Dominant",0.1,5,"dominant","recessive",0
"Additive + Recessive + Dominant",0.1,5,"dominant","dominant",8
"Additive + Recessive + Dominant",0.1,5,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.1,5,"dominant","undetected",3990
"Additive only",0.1,5,"additive","additive",6
"Additive only",0.1,5,"additive","recessive",0
"Additive only",0.1,5,"additive","dominant",1
"Additive only",0.1,5,"additive","ambiguous",0
"Additive only",0.1,5,"additive","undetected",1993
"Additive only",0.1,5,"recessive","additive",0
"Additive only",0.1,5,"recessive","recessive",0
"Additive only",0.1,5,"recessive","dominant",0
"Additive only",0.1,5,"recessive","ambiguous",0
"Additive only",0.1,5,"recessive","undetected",0
"Additive only",0.1,5,"dominant","additive",0
"Additive only",0.1,5,"dominant","recessive",0
"Additive only",0.1,5,"dominant","dominant",0
"Additive only",0.1,5,"dominant","ambiguous",0
"Additive only",0.1,5,"dominant","undetected",0
"Dominant only",0.1,5,"additive","additive",0
"Dominant only",0.1,5,"additive","recessive",0
"Dominant only",0.1,5,"additive","dominant",0
"Dominant only",0.1,5,"additive","ambiguous",0
"Dominant only",0.1,5,"additive","undetected",0
"Dominant only",0.1,5,"recessive","additive",0
"Dominant only",0.1,5,"recessive","recessive",0
"Dominant only",0.1,5,"recessive","dominant",0
"Dominant only",0.1,5,"recessive","ambiguous",0
"Dominant only",0.1,5,"recessive","undetected",0
"Dominant only",0.1,5,"dominant","additive",3
"Dominant only",0.1,5,"dominant","recessive",0
"Dominant only",0.1,5,"dominant","dominant",4
"Dominant only",0.1,5,"dominant","ambiguous",0
"Dominant only",0.1,5,"dominant","undetected",1993
"Recessive + Dominant",0.1,5,"additive","additive",0
"Recessive + Dominant",0.1,5,"additive","recessive",0
"Recessive + Dominant",0.1,5,"additive","dominant",0
"Recessive + Dominant",0.1,5,"additive","ambiguous",0
"Recessive + Dominant",0.1,5,"additive","undetected",0
"Recessive + Dominant",0.1,5,"recessive","additive",1
"Recessive + Dominant",0.1,5,"recessive","recessive",22
"Recessive + Dominant",0.1,5,"recessive","dominant",0
"Recessive + Dominant",0.1,5,"recessive","ambiguous",0
"Recessive + Dominant",0.1,5,"recessive","undetected",3977
"Recessive + Dominant",0.1,5,"dominant","additive",3
"Recessive + Dominant",0.1,5,"dominant","recessive",0
"Recessive + Dominant",0.1,5,"dominant","dominant",9
"Recessive + Dominant",0.1,5,"dominant","ambiguous",0
"Recessive + Dominant",0.1,5,"dominant","undetected",3988
"Recessive only",0.1,5,"additive","additive",0
"Recessive only",0.1,5,"additive","recessive",0
"Recessive only",0.1,5,"additive","dominant",0
"Recessive only",0.1,5,"additive","ambiguous",0
"Recessive only",0.1,5,"additive","undetected",0
"Recessive only",0.1,5,"recessive","additive",0
"Recessive only",0.1,5,"recessive","recessive",10
"Recessive only",0.1,5,"recessive","dominant",0
"Recessive only",0.1,5,"recessive","ambiguous",0
"Recessive only",0.1,5,"recessive","undetected",1990
"Recessive only",0.1,5,"dominant","additive",0
"Recessive only",0.1,5,"dominant","recessive",0
"Recessive only",0.1,5,"dominant","dominant",0
"Recessive only",0.1,5,"dominant","ambiguous",0
"Recessive only",0.1,5,"dominant","undetected",0
"Additive + Dominant",0.2,5,"additive","additive",122
"Additive + Dominant",0.2,5,"additive","recessive",0
"Additive + Dominant",0.2,5,"additive","dominant",30
"Additive + Dominant",0.2,5,"additive","ambiguous",26
"Additive + Dominant",0.2,5,"additive","undetected",3822
"Additive + Dominant",0.2,5,"recessive","additive",0
"Additive + Dominant",0.2,5,"recessive","recessive",0
"Additive + Dominant",0.2,5,"recessive","dominant",0
"Additive + Dominant",0.2,5,"recessive","ambiguous",0
"Additive + Dominant",0.2,5,"recessive","undetected",0
"Additive + Dominant",0.2,5,"dominant","additive",28
"Additive + Dominant",0.2,5,"dominant","recessive",0
"Additive + Dominant",0.2,5,"dominant","dominant",157
"Additive + Dominant",0.2,5,"dominant","ambiguous",16
"Additive + Dominant",0.2,5,"dominant","undetected",3799
"Additive + Recessive",0.2,5,"additive","additive",126
"Additive + Recessive",0.2,5,"additive","recessive",3
"Additive + Recessive",0.2,5,"additive","dominant",17
"Additive + Recessive",0.2,5,"additive","ambiguous",0
"Additive + Recessive",0.2,5,"additive","undetected",3854
"Additive + Recessive",0.2,5,"recessive","additive",2
"Additive + Recessive",0.2,5,"recessive","recessive",199
"Additive + Recessive",0.2,5,"recessive","dominant",0
"Additive + Recessive",0.2,5,"recessive","ambiguous",0
"Additive + Recessive",0.2,5,"recessive","undetected",3799
"Additive + Recessive",0.2,5,"dominant","additive",0
"Additive + Recessive",0.2,5,"dominant","recessive",0
"Additive + Recessive",0.2,5,"dominant","dominant",0
"Additive + Recessive",0.2,5,"dominant","ambiguous",0
"Additive + Recessive",0.2,5,"dominant","undetected",0
"Additive + Recessive + Dominant",0.2,5,"additive","additive",124
"Additive + Recessive + Dominant",0.2,5,"additive","recessive",3
"Additive + Recessive + Dominant",0.2,5,"additive","dominant",18
"Additive + Recessive + Dominant",0.2,5,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.2,5,"additive","undetected",3855
"Additive + Recessive + Dominant",0.2,5,"recessive","additive",7
"Additive + Recessive + Dominant",0.2,5,"recessive","recessive",223
"Additive + Recessive + Dominant",0.2,5,"recessive","dominant",0
"Additive + Recessive + Dominant",0.2,5,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.2,5,"recessive","undetected",3770
"Additive + Recessive + Dominant",0.2,5,"dominant","additive",19
"Additive + Recessive + Dominant",0.2,5,"dominant","recessive",0
"Additive + Recessive + Dominant",0.2,5,"dominant","dominant",154
"Additive + Recessive + Dominant",0.2,5,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.2,5,"dominant","undetected",3827
"Additive only",0.2,5,"additive","additive",69
"Additive only",0.2,5,"additive","recessive",0
"Additive only",0.2,5,"additive","dominant",13
"Additive only",0.2,5,"additive","ambiguous",11
"Additive only",0.2,5,"additive","undetected",1907
"Additive only",0.2,5,"recessive","additive",0
"Additive only",0.2,5,"recessive","recessive",0
"Additive only",0.2,5,"recessive","dominant",0
"Additive only",0.2,5,"recessive","ambiguous",0
"Additive only",0.2,5,"recessive","undetected",0
"Additive only",0.2,5,"dominant","additive",0
"Additive only",0.2,5,"dominant","recessive",0
"Additive only",0.2,5,"dominant","dominant",0
"Additive only",0.2,5,"dominant","ambiguous",0
"Additive only",0.2,5,"dominant","undetected",0
"Dominant only",0.2,5,"additive","additive",0
"Dominant only",0.2,5,"additive","recessive",0
"Dominant only",0.2,5,"additive","dominant",0
"Dominant only",0.2,5,"additive","ambiguous",0
"Dominant only",0.2,5,"additive","undetected",0
"Dominant only",0.2,5,"recessive","additive",0
"Dominant only",0.2,5,"recessive","recessive",0
"Dominant only",0.2,5,"recessive","dominant",0
"Dominant only",0.2,5,"recessive","ambiguous",0
"Dominant only",0.2,5,"recessive","undetected",0
"Dominant only",0.2,5,"dominant","additive",13
"Dominant only",0.2,5,"dominant","recessive",0
"Dominant only",0.2,5,"dominant","dominant",74
"Dominant only",0.2,5,"dominant","ambiguous",10
"Dominant only",0.2,5,"dominant","undetected",1903
"Recessive + Dominant",0.2,5,"additive","additive",0
"Recessive + Dominant",0.2,5,"additive","recessive",0
"Recessive + Dominant",0.2,5,"additive","dominant",0
"Recessive + Dominant",0.2,5,"additive","ambiguous",0
"Recessive + Dominant",0.2,5,"additive","undetected",0
"Recessive + Dominant",0.2,5,"recessive","additive",4
"Recessive + Dominant",0.2,5,"recessive","recessive",200
"Recessive + Dominant",0.2,5,"recessive","dominant",0
"Recessive + Dominant",0.2,5,"recessive","ambiguous",0
"Recessive + Dominant",0.2,5,"recessive","undetected",3796
"Recessive + Dominant",0.2,5,"dominant","additive",19
"Recessive + Dominant",0.2,5,"dominant","recessive",0
"Recessive + Dominant",0.2,5,"dominant","dominant",147
"Recessive + Dominant",0.2,5,"dominant","ambiguous",0
"Recessive + Dominant",0.2,5,"dominant","undetected",3834
"Recessive only",0.2,5,"additive","additive",0
"Recessive only",0.2,5,"additive","recessive",0
"Recessive only",0.2,5,"additive","dominant",0
"Recessive only",0.2,5,"additive","ambiguous",0
"Recessive only",0.2,5,"additive","undetected",0
"Recessive only",0.2,5,"recessive","additive",1
"Recessive only",0.2,5,"recessive","recessive",98
"Recessive only",0.2,5,"recessive","dominant",0
"Recessive only",0.2,5,"recessive","ambiguous",0
"Recessive only",0.2,5,"recessive","undetected",1901
"Recessive only",0.2,5,"dominant","additive",0
"Recessive only",0.2,5,"dominant","recessive",0
"Recessive only",0.2,5,"dominant","dominant",0
"Recessive only",0.2,5,"dominant","ambiguous",0
"Recessive only",0.2,5,"dominant","undetected",0
"Additive + Dominant",0.3,5,"additive","additive",323
"Additive + Dominant",0.3,5,"additive","recessive",0
"Additive + Dominant",0.3,5,"additive","dominant",50
"Additive + Dominant",0.3,5,"additive","ambiguous",51
"Additive + Dominant",0.3,5,"additive","undetected",3576
"Additive + Dominant",0.3,5,"recessive","additive",0
"Additive + Dominant",0.3,5,"recessive","recessive",0
"Additive + Dominant",0.3,5,"recessive","dominant",0
"Additive + Dominant",0.3,5,"recessive","ambiguous",0
"Additive + Dominant",0.3,5,"recessive","undetected",0
"Additive + Dominant",0.3,5,"dominant","additive",46
"Additive + Dominant",0.3,5,"dominant","recessive",0
"Additive + Dominant",0.3,5,"dominant","dominant",416
"Additive + Dominant",0.3,5,"dominant","ambiguous",31
"Additive + Dominant",0.3,5,"dominant","undetected",3507
"Additive + Recessive",0.3,5,"additive","additive",364
"Additive + Recessive",0.3,5,"additive","recessive",0
"Additive + Recessive",0.3,5,"additive","dominant",35
"Additive + Recessive",0.3,5,"additive","ambiguous",0
"Additive + Recessive",0.3,5,"additive","undetected",3601
"Additive + Recessive",0.3,5,"recessive","additive",1
"Additive + Recessive",0.3,5,"recessive","recessive",545
"Additive + Recessive",0.3,5,"recessive","dominant",0
"Additive + Recessive",0.3,5,"recessive","ambiguous",0
"Additive + Recessive",0.3,5,"recessive","undetected",3454
"Additive + Recessive",0.3,5,"dominant","additive",0
"Additive + Recessive",0.3,5,"dominant","recessive",0
"Additive + Recessive",0.3,5,"dominant","dominant",0
"Additive + Recessive",0.3,5,"dominant","ambiguous",0
"Additive + Recessive",0.3,5,"dominant","undetected",0
