"chunk","gene"
46,"ECHDC2"
46,"ECHDC3"
46,"ECHS1"
46,"ECI1"
46,"ECI2"
46,"ECM1"
46,"ECM2"
46,"ECSCR"
46,"ECSIT"
46,"ECT2"
46,"ECT2L"
46,"EDA"
46,"EDA2R"
46,"EDAR"
46,"EDARADD"
46,"EDC3"
46,"EDC4"
46,"EDDM3A"
46,"EDDM3B"
46,"EDEM1"
46,"EDEM2"
46,"EDEM3"
46,"EDF1"
46,"EDIL3"
46,"EDN1"
46,"EDN2"
46,"EDN3"
46,"EDNRA"
46,"EDNRB"
46,"EDRF1"
46,"EEA1"
46,"EED"
46,"EEF1A1"
46,"EEF1A2"
46,"EEF1AKMT1"
46,"EEF1B2"
46,"EEF1D"
46,"EEF1E1"
46,"EEF1G"
46,"EEF2"
46,"EEF2K"
46,"EEF2KMT"
46,"EEFSEC"
46,"EEPD1"
46,"EFCAB1"
46,"EFCAB10"
46,"EFCAB11"
46,"EFCAB12"
46,"EFCAB13"
46,"EFCAB14"
46,"EFCAB2"
46,"EFCAB3"
46,"EFCAB5"
46,"EFCAB6"
46,"EFCAB7"
46,"EFCAB8"
46,"EFCAB9"
46,"EFCC1"
46,"EFEMP1"
46,"EFEMP2"
46,"EFHB"
46,"EFHC1"
46,"EFHC2"
46,"EFHD1"
46,"EFHD2"
46,"EFL1"
46,"EFNA1"
46,"EFNA2"
46,"EFNA3"
46,"EFNA4"
46,"EFNA5"
46,"EFNB1"
46,"EFNB2"
46,"EFNB3"
46,"EFR3A"
46,"EFR3B"
46,"EFS"
46,"EFTUD2"
46,"EGF"
46,"EGFL6"
46,"EGFL7"
46,"EGFL8"
46,"EGFLAM"
46,"EGFR"
46,"EGLN1"
46,"EGLN2"
46,"EGLN3"
46,"EGR1"
46,"EGR2"
47,"EGR3"
47,"EGR4"
47,"EHBP1"
47,"EHBP1L1"
47,"EHD1"
47,"EHD2"
47,"EHD3"
47,"EHD4"
47,"EHF"
47,"EHHADH"
47,"EHMT1"
47,"EHMT2"
47,"EI24"
47,"EID1"
47,"EID2"
47,"EID2B"
47,"EID3"
47,"EIF1"
47,"EIF1AD"
47,"EIF1AX"
47,"EIF1AY"
47,"EIF1B"
47,"EIF2A"
47,"EIF2AK1"
47,"EIF2AK2"
47,"EIF2AK3"
47,"EIF2AK4"
47,"EIF2B1"
47,"EIF2B2"
47,"EIF2B3"
47,"EIF2B4"
47,"EIF2B5"
47,"EIF2D"
47,"EIF2S1"
47,"EIF2S2"
47,"EIF2S3"
47,"EIF3A"
47,"EIF3B"
47,"EIF3C"
47,"EIF3CL"
47,"EIF3D"
47,"EIF3E"
47,"EIF3F"
47,"EIF3G"
47,"EIF3H"
47,"EIF3I"
47,"EIF3J"
47,"EIF3K"
47,"EIF3L"
47,"EIF3M"
47,"EIF4A1"
47,"EIF4A2"
47,"EIF4A3"
47,"EIF4B"
47,"EIF4E"
47,"EIF4E1B"
47,"EIF4E2"
47,"EIF4E3"
47,"EIF4EBP1"
47,"EIF4EBP2"
47,"EIF4EBP3"
47,"EIF4ENIF1"
47,"EIF4G1"
47,"EIF4G2"
47,"EIF4G3"
47,"EIF4H"
47,"EIF5"
47,"EIF5A"
47,"EIF5A2"
47,"EIF5AL1"
47,"EIF5B"
47,"EIF6"
47,"ELAC1"
47,"ELAC2"
47,"ELANE"
47,"ELAVL1"
47,"ELAVL2"
47,"ELAVL3"
47,"ELAVL4"
47,"ELF1"
47,"ELF2"
47,"ELF3"
47,"ELF4"
47,"ELF5"
47,"ELFN1"
47,"ELFN2"
47,"ELK1"
47,"ELK3"
47,"ELK4"
47,"ELL"
47,"ELL2"
47,"ELL3"
47,"ELMO1"
47,"ELMO2"
47,"ELMO3"
47,"ELMOD1"
47,"ELMOD2"
47,"ELMOD3"
47,"ELN"
47,"ELOA"
48,"ELOA2"
48,"ELOB"
48,"ELOC"
48,"ELOF1"
48,"ELOVL1"
48,"ELOVL2"
48,"ELOVL3"
48,"ELOVL4"
48,"ELOVL5"
48,"ELOVL6"
48,"ELOVL7"
48,"ELP2"
48,"ELP3"
48,"ELP4"
48,"ELP5"
48,"ELP6"
48,"ELSPBP1"
48,"EMB"
48,"EMC1"
48,"EMC10"
48,"EMC2"
48,"EMC3"
48,"EMC4"
48,"EMC6"
48,"EMC7"
48,"EMC8"
48,"EMC9"
48,"EMCN"
48,"EMD"
48,"EME1"
48,"EME2"
48,"EMG1"
48,"EMID1"
48,"EMILIN1"
48,"EMILIN2"
48,"EMILIN3"
48,"EML1"
48,"EML2"
48,"EML3"
48,"EML4"
48,"EML5"
48,"EML6"
48,"EMP1"
48,"EMP2"
48,"EMP3"
48,"EMSY"
48,"EMX1"
48,"EMX2"
48,"EN1"
48,"EN2"
48,"ENAH"
48,"ENAM"
48,"ENC1"
48,"ENDOD1"
48,"ENDOG"
48,"ENDOU"
48,"ENDOV"
48,"ENG"
48,"ENGASE"
48,"ENHO"
48,"ENKD1"
48,"ENKUR"
48,"ENO1"
48,"ENO2"
48,"ENO3"
48,"ENO4"
48,"ENOPH1"
48,"ENOSF1"
48,"ENOX1"
48,"ENOX2"
48,"ENPEP"
48,"ENPP1"
48,"ENPP2"
48,"ENPP3"
48,"ENPP4"
48,"ENPP5"
48,"ENPP6"
48,"ENPP7"
48,"ENSA"
48,"ENTHD1"
48,"ENTPD1"
48,"ENTPD2"
48,"ENTPD3"
48,"ENTPD4"
48,"ENTPD5"
48,"ENTPD6"
48,"ENTPD7"
48,"ENTPD8"
48,"ENY2"
48,"EOGT"
48,"EOMES"
48,"EP300"
48,"EP400"
48,"EPAS1"
48,"EPB41"
48,"EPB41L1"
48,"EPB41L2"
48,"EPB41L3"
48,"EPB41L4A"
48,"EPB41L4B"
49,"EPB41L5"
49,"EPB42"
49,"EPC1"
49,"EPC2"
49,"EPCAM"
49,"EPDR1"
49,"EPG5"
49,"EPGN"
49,"EPHA1"
49,"EPHA10"
49,"EPHA2"
49,"EPHA3"
49,"EPHA4"
49,"EPHA5"
49,"EPHA6"
49,"EPHA7"
49,"EPHA8"
49,"EPHB1"
49,"EPHB2"
49,"EPHB3"
49,"EPHB4"
49,"EPHB6"
49,"EPHX1"
49,"EPHX2"
49,"EPHX3"
49,"EPHX4"
49,"EPM2A"
49,"EPM2AIP1"
49,"EPN1"
49,"EPN2"
49,"EPN3"
49,"EPO"
49,"EPOP"
49,"EPOR"
49,"EPPIN"
49,"EPPK1"
49,"EPS15"
49,"EPS15L1"
49,"EPS8"
49,"EPS8L1"
49,"EPS8L2"
49,"EPS8L3"
49,"EPSTI1"
49,"EPX"
49,"EPYC"
49,"EQTN"
49,"ERAL1"
49,"ERAP1"
49,"ERAP2"
49,"ERAS"
49,"ERBB2"
49,"ERBB3"
49,"ERBB4"
49,"ERBIN"
49,"ERC1"
49,"ERC2"
49,"ERCC1"
49,"ERCC2"
49,"ERCC3"
49,"ERCC4"
49,"ERCC5"
49,"ERCC6"
49,"ERCC6L"
49,"ERCC6L2"
49,"ERCC8"
49,"EREG"
49,"ERF"
49,"ERFE"
49,"ERG"
49,"ERGIC1"
49,"ERGIC2"
49,"ERGIC3"
49,"ERH"
49,"ERI1"
49,"ERI2"
49,"ERI3"
49,"ERICH1"
49,"ERICH2"
49,"ERICH3"
49,"ERICH4"
49,"ERICH5"
49,"ERICH6"
49,"ERICH6B"
49,"ERLEC1"
49,"ERLIN1"
49,"ERLIN2"
49,"ERMAP"
49,"ERMARD"
49,"ERMN"
49,"ERMP1"
49,"ERN1"
49,"ERN2"
49,"ERO1A"
49,"ERO1B"
49,"ERP27"
49,"ERP29"
49,"ERP44"
49,"ERRFI1"
49,"ERV3-1"
49,"ERVFRD-1"
50,"ERVH48-1"
50,"ERVK3-1"
50,"ERVMER34-1"
50,"ERVV-1"
50,"ERVV-2"
50,"ERVW-1"
50,"ESAM"
50,"ESCO1"
50,"ESCO2"
50,"ESD"
50,"ESF1"
50,"ESM1"
50,"ESPL1"
50,"ESPN"
50,"ESPNL"
50,"ESR1"
50,"ESR2"
50,"ESRP1"
50,"ESRP2"
50,"ESRRA"
50,"ESRRB"
50,"ESRRG"
50,"ESX1"
50,"ESYT1"
50,"ESYT2"
50,"ESYT3"
50,"ETAA1"
50,"ETF1"
50,"ETFA"
50,"ETFB"
50,"ETFBKMT"
50,"ETFDH"
50,"ETFRF1"
50,"ETHE1"
50,"ETNK1"
50,"ETNK2"
50,"ETNPPL"
50,"ETS1"
50,"ETS2"
50,"ETV1"
50,"ETV2"
50,"ETV3"
50,"ETV3L"
50,"ETV4"
50,"ETV5"
50,"ETV6"
50,"ETV7"
50,"EVA1A"
50,"EVA1B"
50,"EVA1C"
50,"EVC"
50,"EVC2"
50,"EVI2A"
50,"EVI2B"
50,"EVI5"
50,"EVI5L"
50,"EVL"
50,"EVPL"
50,"EVPLL"
50,"EVX1"
50,"EVX2"
50,"EWSR1"
50,"EXD1"
50,"EXD2"
50,"EXD3"
50,"EXO1"
50,"EXO5"
50,"EXOC1"
50,"EXOC2"
50,"EXOC3"
50,"EXOC3L1"
50,"EXOC3L2"
50,"EXOC3L4"
50,"EXOC4"
50,"EXOC5"
50,"EXOC6"
50,"EXOC6B"
50,"EXOC7"
50,"EXOC8"
50,"EXOG"
50,"EXOSC1"
50,"EXOSC10"
50,"EXOSC2"
50,"EXOSC3"
50,"EXOSC4"
50,"EXOSC5"
50,"EXOSC6"
50,"EXOSC7"
50,"EXOSC8"
50,"EXOSC9"
50,"EXPH5"
50,"EXT1"
50,"EXT2"
50,"EXTL1"
50,"EXTL2"
50,"EXTL3"
50,"EYA1"
50,"EYA2"
50,"EYA3"
50,"EYA4"
51,"EYS"
51,"EZH1"
51,"EZH2"
51,"EZR"
51,"F10"
51,"F11"
51,"F11R"
51,"F12"
51,"F13A1"
51,"F13B"
51,"F2"
51,"F2R"
51,"F2RL1"
51,"F2RL2"
51,"F2RL3"
51,"F3"
51,"F5"
51,"F7"
51,"F8"
51,"F8A1"
51,"F8A2"
51,"F8A3"
51,"F9"
51,"FA2H"
51,"FAAH"
51,"FAAH2"
51,"FAAP100"
51,"FAAP20"
51,"FAAP24"
51,"FABP1"
51,"FABP12"
51,"FABP2"
51,"FABP3"
51,"FABP4"
51,"FABP5"
51,"FABP6"
51,"FABP7"
51,"FABP9"
51,"FADD"
51,"FADS1"
51,"FADS2"
51,"FADS3"
51,"FADS6"
51,"FAF1"
51,"FAF2"
51,"FAH"
51,"FAHD1"
51,"FAHD2A"
51,"FAHD2B"
51,"FAIM"
51,"FAIM2"
51,"FAM102A"
51,"FAM102B"
51,"FAM104A"
51,"FAM104B"
51,"FAM107A"
51,"FAM107B"
51,"FAM110A"
51,"FAM110B"
51,"FAM110C"
51,"FAM110D"
51,"FAM111A"
51,"FAM111B"
51,"FAM114A1"
51,"FAM114A2"
51,"FAM117A"
51,"FAM117B"
51,"FAM118A"
51,"FAM118B"
51,"FAM120A"
51,"FAM120AOS"
51,"FAM120B"
51,"FAM120C"
51,"FAM122A"
51,"FAM122B"
51,"FAM122C"
51,"FAM124A"
51,"FAM124B"
51,"FAM126A"
51,"FAM126B"
51,"FAM131A"
51,"FAM131B"
51,"FAM131C"
51,"FAM133A"
51,"FAM133B"
51,"FAM135A"
51,"FAM135B"
51,"FAM136A"
51,"FAM13A"
51,"FAM13B"
51,"FAM13C"
51,"FAM149A"
51,"FAM149B1"
51,"FAM151A"
51,"FAM151B"
51,"FAM153A"
51,"FAM153B"
51,"FAM155A"
51,"FAM155B"
51,"FAM156A"
52,"FAM156B"
52,"FAM160A1"
52,"FAM160A2"
52,"FAM160B1"
52,"FAM160B2"
52,"FAM161A"
52,"FAM161B"
52,"FAM162A"
52,"FAM162B"
52,"FAM163A"
52,"FAM163B"
52,"FAM166A"
52,"FAM166B"
52,"FAM167A"
52,"FAM167B"
52,"FAM168A"
52,"FAM168B"
52,"FAM169A"
52,"FAM170A"
52,"FAM170B"
52,"FAM171A1"
52,"FAM171A2"
52,"FAM171B"
52,"FAM172A"
52,"FAM174A"
52,"FAM174B"
52,"FAM177A1"
52,"FAM177B"
52,"FAM178B"
52,"FAM180A"
52,"FAM180B"
52,"FAM181A"
52,"FAM181B"
52,"FAM183A"
52,"FAM184A"
52,"FAM184B"
52,"FAM185A"
52,"FAM186A"
52,"FAM186B"
52,"FAM187B"
52,"FAM189A1"
52,"FAM189A2"
52,"FAM189B"
52,"FAM193A"
52,"FAM193B"
52,"FAM199X"
52,"FAM200A"
52,"FAM200B"
52,"FAM204A"
52,"FAM205A"
52,"FAM205C"
52,"FAM207A"
52,"FAM209A"
52,"FAM209B"
52,"FAM20A"
52,"FAM20B"
52,"FAM20C"
52,"FAM210A"
52,"FAM210B"
52,"FAM214A"
52,"FAM214B"
52,"FAM216A"
52,"FAM216B"
52,"FAM217A"
52,"FAM217B"
52,"FAM219A"
52,"FAM219B"
52,"FAM220A"
52,"FAM221A"
52,"FAM221B"
52,"FAM222A"
52,"FAM222B"
52,"FAM227A"
52,"FAM227B"
52,"FAM228A"
52,"FAM228B"
52,"FAM229A"
52,"FAM229B"
52,"FAM234A"
52,"FAM234B"
52,"FAM236A"
52,"FAM236B"
52,"FAM236C"
52,"FAM236D"
52,"FAM24A"
52,"FAM24B"
52,"FAM25A"
52,"FAM25C"
52,"FAM25G"
52,"FAM32A"
52,"FAM3A"
52,"FAM3B"
52,"FAM3C"
52,"FAM3D"
52,"FAM43A"
52,"FAM43B"
52,"FAM47A"
52,"FAM47B"
52,"FAM47C"
52,"FAM47E"
53,"FAM50A"
53,"FAM50B"
53,"FAM53A"
53,"FAM53B"
53,"FAM53C"
53,"FAM71A"
53,"FAM71B"
53,"FAM71C"
53,"FAM71D"
53,"FAM71E1"
53,"FAM71E2"
53,"FAM71F1"
53,"FAM71F2"
53,"FAM72A"
53,"FAM72B"
53,"FAM72C"
53,"FAM72D"
53,"FAM76A"
53,"FAM76B"
53,"FAM78A"
53,"FAM78B"
53,"FAM81A"
53,"FAM81B"
53,"FAM83A"
53,"FAM83B"
53,"FAM83C"
53,"FAM83D"
53,"FAM83E"
53,"FAM83F"
53,"FAM83G"
53,"FAM83H"
53,"FAM86B1"
53,"FAM86B2"
53,"FAM89A"
53,"FAM89B"
53,"FAM8A1"
53,"FAM90A1"
53,"FAM90A10P"
53,"FAM90A14P"
53,"FAM90A16P"
53,"FAM90A17P"
53,"FAM90A18P"
53,"FAM90A19P"
53,"FAM90A22P"
53,"FAM90A23P"
53,"FAM90A26"
53,"FAM90A7P"
53,"FAM90A8P"
53,"FAM90A9P"
53,"FAM91A1"
53,"FAM95C"
53,"FAM98A"
53,"FAM98B"
53,"FAM98C"
53,"FAM9A"
53,"FAM9B"
53,"FAM9C"
53,"FAN1"
53,"FANCA"
53,"FANCB"
53,"FANCC"
53,"FANCD2"
53,"FANCD2OS"
53,"FANCE"
53,"FANCF"
53,"FANCG"
53,"FANCI"
53,"FANCL"
53,"FANCM"
53,"FANK1"
53,"FAP"
53,"FAR1"
53,"FAR2"
53,"FARP1"
53,"FARP2"
53,"FARS2"
53,"FARSA"
53,"FARSB"
53,"FAS"
53,"FASLG"
53,"FASN"
53,"FASTK"
53,"FASTKD1"
53,"FASTKD2"
53,"FASTKD3"
53,"FASTKD5"
53,"FAT1"
53,"FAT2"
53,"FAT3"
53,"FAT4"
53,"FATE1"
53,"FAU"
53,"FAXC"
53,"FAXDC2"
53,"FBF1"
53,"FBL"
53,"FBLIM1"
53,"FBLL1"
53,"FBLN1"
53,"FBLN2"
54,"FBLN5"
54,"FBLN7"
54,"FBN1"
54,"FBN2"
54,"FBN3"
54,"FBP1"
54,"FBP2"
54,"FBRS"
54,"FBRSL1"
54,"FBXL12"
54,"FBXL13"
54,"FBXL14"
54,"FBXL15"
54,"FBXL16"
54,"FBXL17"
54,"FBXL18"
54,"FBXL19"
54,"FBXL2"
54,"FBXL20"
54,"FBXL22"
54,"FBXL3"
54,"FBXL4"
54,"FBXL5"
54,"FBXL6"
54,"FBXL7"
54,"FBXL8"
54,"FBXO10"
54,"FBXO11"
54,"FBXO15"
54,"FBXO16"
54,"FBXO17"
54,"FBXO2"
54,"FBXO21"
54,"FBXO22"
54,"FBXO24"
54,"FBXO25"
54,"FBXO27"
54,"FBXO28"
54,"FBXO3"
54,"FBXO30"
54,"FBXO31"
54,"FBXO32"
54,"FBXO33"
54,"FBXO34"
54,"FBXO36"
54,"FBXO38"
54,"FBXO39"
54,"FBXO4"
54,"FBXO40"
54,"FBXO41"
54,"FBXO42"
54,"FBXO43"
54,"FBXO44"
54,"FBXO45"
54,"FBXO46"
54,"FBXO47"
54,"FBXO48"
54,"FBXO5"
54,"FBXO6"
54,"FBXO7"
54,"FBXO8"
54,"FBXO9"
54,"FBXW10"
54,"FBXW11"
54,"FBXW12"
54,"FBXW2"
54,"FBXW4"
54,"FBXW5"
54,"FBXW7"
54,"FBXW8"
54,"FBXW9"
54,"FCAMR"
54,"FCAR"
54,"FCER1A"
54,"FCER1G"
54,"FCER2"
54,"FCF1"
54,"FCGBP"
54,"FCGR1A"
54,"FCGR1B"
54,"FCGR2A"
54,"FCGR2B"
54,"FCGR3A"
54,"FCGR3B"
54,"FCGRT"
54,"FCHO1"
54,"FCHO2"
54,"FCHSD1"
54,"FCHSD2"
54,"FCMR"
54,"FCN1"
54,"FCN2"
54,"FCN3"
54,"FCRL1"
54,"FCRL2"
54,"FCRL3"
54,"FCRL4"
54,"FCRL5"
54,"FCRL6"
54,"FCRLA"
55,"FCRLB"
55,"FDCSP"
55,"FDFT1"
55,"FDPS"
55,"FDX1"
55,"FDX2"
55,"FDXACB1"
55,"FDXR"
55,"FECH"
55,"FEM1A"
55,"FEM1B"
55,"FEM1C"
55,"FEN1"
55,"FER"
55,"FER1L5"
55,"FER1L6"
55,"FERD3L"
55,"FERMT1"
55,"FERMT2"
55,"FERMT3"
55,"FES"
55,"FETUB"
55,"FEV"
55,"FEZ1"
55,"FEZ2"
55,"FEZF1"
55,"FEZF2"
55,"FFAR1"
55,"FFAR2"
55,"FFAR3"
55,"FFAR4"
55,"FGA"
55,"FGB"
55,"FGD1"
55,"FGD2"
55,"FGD3"
55,"FGD4"
55,"FGD5"
55,"FGD6"
55,"FGF1"
55,"FGF10"
55,"FGF11"
55,"FGF12"
55,"FGF13"
55,"FGF14"
55,"FGF16"
55,"FGF17"
55,"FGF18"
55,"FGF19"
55,"FGF2"
55,"FGF20"
55,"FGF21"
55,"FGF22"
55,"FGF23"
55,"FGF3"
55,"FGF4"
55,"FGF5"
55,"FGF6"
55,"FGF7"
55,"FGF8"
55,"FGF9"
55,"FGFBP1"
55,"FGFBP2"
55,"FGFBP3"
55,"FGFR1"
55,"FGFR1OP2"
55,"FGFR2"
55,"FGFR3"
55,"FGFR4"
55,"FGFRL1"
55,"FGG"
55,"FGGY"
55,"FGL1"
55,"FGL2"
55,"FGR"
55,"FH"
55,"FHAD1"
55,"FHDC1"
55,"FHIT"
55,"FHL1"
55,"FHL2"
55,"FHL3"
55,"FHL5"
55,"FHOD1"
55,"FHOD3"
55,"FIBCD1"
55,"FIBIN"
55,"FIBP"
55,"FICD"
55,"FIG4"
55,"FIGLA"
55,"FIGN"
55,"FIGNL1"
55,"FIGNL2"
55,"FILIP1"
55,"FILIP1L"
55,"FIP1L1"
55,"FIS1"
55,"FITM1"
55,"FITM2"
56,"FIZ1"
56,"FJX1"
56,"FKBP10"
56,"FKBP11"
56,"FKBP14"
56,"FKBP15"
56,"FKBP1A"
56,"FKBP1B"
56,"FKBP1C"
56,"FKBP2"
56,"FKBP3"
56,"FKBP4"
56,"FKBP5"
56,"FKBP6"
56,"FKBP7"
56,"FKBP8"
56,"FKBP9"
56,"FKBPL"
56,"FKRP"
56,"FKTN"
56,"FLAD1"
56,"FLCN"
56,"FLG"
56,"FLG2"
56,"FLI1"
56,"FLII"
56,"FLNA"
56,"FLNB"
56,"FLNC"
56,"FLOT1"
56,"FLOT2"
56,"FLRT1"
56,"FLRT2"
56,"FLRT3"
56,"FLT1"
56,"FLT3"
56,"FLT3LG"
56,"FLT4"
56,"FLVCR1"
56,"FLVCR2"
56,"FLYWCH1"
56,"FLYWCH2"
56,"FMC1"
56,"FMN1"
56,"FMN2"
56,"FMNL1"
56,"FMNL2"
56,"FMNL3"
56,"FMO1"
56,"FMO2"
56,"FMO3"
56,"FMO4"
56,"FMO5"
56,"FMOD"
56,"FMR1"
56,"FMR1NB"
56,"FN1"
56,"FN3K"
56,"FN3KRP"
56,"FNBP1"
56,"FNBP1L"
56,"FNBP4"
56,"FNDC1"
56,"FNDC10"
56,"FNDC11"
56,"FNDC3A"
56,"FNDC3B"
56,"FNDC4"
56,"FNDC5"
56,"FNDC7"
56,"FNDC8"
56,"FNDC9"
56,"FNIP1"
56,"FNIP2"
56,"FNTA"
56,"FNTB"
56,"FOCAD"
56,"FOLH1"
56,"FOLR1"
56,"FOLR2"
56,"FOLR3"
56,"FOS"
56,"FOSB"
56,"FOSL1"
56,"FOSL2"
56,"FOXA1"
56,"FOXA2"
56,"FOXA3"
56,"FOXB1"
56,"FOXB2"
56,"FOXC1"
56,"FOXC2"
56,"FOXD1"
56,"FOXD2"
56,"FOXD3"
56,"FOXD4"
56,"FOXD4L1"
56,"FOXD4L3"
56,"FOXD4L4"
56,"FOXD4L5"
57,"FOXD4L6"
57,"FOXE1"
57,"FOXE3"
57,"FOXF1"
57,"FOXF2"
57,"FOXG1"
57,"FOXH1"
57,"FOXI1"
57,"FOXI2"
57,"FOXI3"
57,"FOXJ1"
57,"FOXJ2"
57,"FOXJ3"
57,"FOXK1"
57,"FOXK2"
57,"FOXL1"
57,"FOXL2"
57,"FOXL2NB"
57,"FOXM1"
57,"FOXN1"
57,"FOXN2"
57,"FOXN3"
57,"FOXN4"
57,"FOXO1"
57,"FOXO3"
57,"FOXO3B"
57,"FOXO4"
57,"FOXO6"
57,"FOXP1"
57,"FOXP2"
57,"FOXP3"
57,"FOXP4"
57,"FOXQ1"
57,"FOXR1"
57,"FOXR2"
57,"FOXRED1"
57,"FOXRED2"
57,"FOXS1"
57,"FPGS"
57,"FPGT"
57,"FPR1"
57,"FPR2"
57,"FPR3"
57,"FRA10AC1"
57,"FRAS1"
57,"FRAT1"
57,"FRAT2"
57,"FREM1"
57,"FREM2"
57,"FREM3"
57,"FRG1"
57,"FRG2"
57,"FRG2B"
57,"FRG2C"
57,"FRK"
57,"FRMD1"
57,"FRMD3"
57,"FRMD4A"
57,"FRMD4B"
57,"FRMD5"
57,"FRMD6"
57,"FRMD7"
57,"FRMD8"
57,"FRMPD1"
57,"FRMPD2"
57,"FRMPD3"
57,"FRMPD4"
57,"FRRS1"
57,"FRRS1L"
57,"FRS2"
57,"FRS3"
57,"FRY"
57,"FRYL"
57,"FRZB"
57,"FSBP"
57,"FSCB"
57,"FSCN1"
57,"FSCN2"
57,"FSCN3"
57,"FSD1"
57,"FSD1L"
57,"FSD2"
57,"FSHB"
57,"FSHR"
57,"FSIP1"
57,"FSIP2"
57,"FST"
57,"FSTL1"
57,"FSTL3"
57,"FSTL4"
57,"FSTL5"
57,"FTCD"
57,"FTCDNL1"
57,"FTH1"
57,"FTHL17"
57,"FTL"
57,"FTMT"
57,"FTO"
57,"FTSJ1"
57,"FTSJ3"
58,"FUBP1"
58,"FUBP3"
58,"FUCA1"
58,"FUCA2"
58,"FUNDC1"
58,"FUNDC2"
58,"FUOM"
58,"FURIN"
58,"FUS"
58,"FUT1"
58,"FUT10"
58,"FUT11"
58,"FUT2"
58,"FUT3"
58,"FUT4"
58,"FUT5"
58,"FUT6"
58,"FUT7"
58,"FUT8"
58,"FUT9"
58,"FUZ"
58,"FXN"
58,"FXR1"
58,"FXR2"
58,"FXYD1"
58,"FXYD2"
58,"FXYD3"
58,"FXYD4"
58,"FXYD5"
58,"FXYD6"
58,"FXYD7"
58,"FYCO1"
58,"FYN"
58,"FYTTD1"
58,"FZD1"
58,"FZD10"
58,"FZD2"
58,"FZD3"
58,"FZD4"
58,"FZD5"
58,"FZD6"
58,"FZD7"
58,"FZD8"
58,"FZD9"
58,"FZR1"
58,"G0S2"
58,"G2E3"
58,"G3BP1"
58,"G3BP2"
58,"G6PC"
58,"G6PC2"
58,"G6PC3"
58,"G6PD"
58,"GAA"
58,"GAB1"
58,"GAB2"
58,"GAB3"
58,"GABARAP"
58,"GABARAPL1"
58,"GABARAPL2"
58,"GABBR1"
58,"GABBR2"
58,"GABPA"
58,"GABPB1"
58,"GABPB2"
58,"GABRA1"
58,"GABRA2"
58,"GABRA3"
58,"GABRA4"
58,"GABRA5"
58,"GABRA6"
58,"GABRB1"
58,"GABRB2"
58,"GABRB3"
58,"GABRD"
58,"GABRE"
58,"GABRG1"
58,"GABRG2"
58,"GABRG3"
58,"GABRP"
58,"GABRQ"
58,"GABRR1"
58,"GABRR2"
58,"GABRR3"
58,"GAD1"
58,"GAD2"
58,"GADD45A"
58,"GADD45B"
58,"GADD45G"
58,"GADD45GIP1"
58,"GADL1"
58,"GAGE1"
58,"GAGE10"
58,"GAGE12B"
58,"GAGE12C"
58,"GAGE12D"
58,"GAGE12E"
58,"GAGE12F"
58,"GAGE12G"
58,"GAGE12H"
59,"GAGE12J"
59,"GAGE13"
59,"GAGE2A"
59,"GAGE2E"
59,"GAK"
59,"GAL"
59,"GAL3ST1"
59,"GAL3ST2"
59,"GAL3ST3"
59,"GAL3ST4"
59,"GALC"
59,"GALE"
59,"GALK1"
59,"GALK2"
59,"GALM"
59,"GALNS"
59,"GALNT1"
59,"GALNT10"
59,"GALNT11"
59,"GALNT12"
59,"GALNT13"
59,"GALNT14"
59,"GALNT15"
59,"GALNT16"
59,"GALNT18"
59,"GALNT2"
59,"GALNT3"
59,"GALNT4"
59,"GALNT5"
59,"GALNT6"
59,"GALNT7"
59,"GALNT8"
59,"GALNT9"
59,"GALNTL5"
59,"GALNTL6"
59,"GALP"
59,"GALR1"
59,"GALR2"
59,"GALR3"
59,"GALT"
59,"GAMT"
59,"GAN"
59,"GANAB"
59,"GANC"
59,"GAP43"
59,"GAPDH"
59,"GAPDHS"
59,"GAPT"
59,"GAPVD1"
59,"GAR1"
59,"GAREM1"
59,"GAREM2"
59,"GARNL3"
59,"GART"
59,"GAS1"
59,"GAS2"
59,"GAS2L1"
59,"GAS2L2"
59,"GAS2L3"
59,"GAS6"
59,"GAS7"
59,"GAS8"
59,"GAST"
59,"GATA1"
59,"GATA2"
59,"GATA3"
59,"GATA4"
59,"GATA5"
59,"GATA6"
59,"GATAD1"
59,"GATAD2A"
59,"GATAD2B"
59,"GATB"
59,"GATC"
59,"GATM"
59,"GBA"
59,"GBA2"
59,"GBE1"
59,"GBF1"
59,"GBGT1"
59,"GBP1"
59,"GBP2"
59,"GBP3"
59,"GBP4"
59,"GBP5"
59,"GBP6"
59,"GBP7"
59,"GBX1"
59,"GBX2"
59,"GC"
59,"GCA"
59,"GCAT"
59,"GCC1"
59,"GCC2"
59,"GCDH"
59,"GCFC2"
59,"GCG"
59,"GCGR"
59,"GCH1"
59,"GCHFR"
60,"GCK"
60,"GCKR"
60,"GCLC"
60,"GCLM"
60,"GCM1"
60,"GCM2"
60,"GCN1"
60,"GCNA"
60,"GCNT1"
60,"GCNT2"
60,"GCNT3"
60,"GCNT4"
60,"GCNT7"
60,"GCSAM"
60,"GCSAML"
60,"GCSH"
60,"GDA"
60,"GDAP1"
60,"GDAP1L1"
60,"GDAP2"
60,"GDE1"
60,"GDF10"
60,"GDF11"
60,"GDF15"
60,"GDF2"
60,"GDF3"
60,"GDF5"
60,"GDF6"
60,"GDF7"
60,"GDF9"
60,"GDI1"
60,"GDI2"
60,"GDNF"
60,"GDPD1"
60,"GDPD2"
60,"GDPD3"
60,"GDPD4"
60,"GDPD5"
